"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3150";"2900";"148/145";"K 110";"325";"1031"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"295/80R22.5";"(9.00)";"3550";"3150";"152/148";"M 130";"348";"1062"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"g357-lhs.gif";"g357-lhs.htm";"G357 LHS";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"g357-lhs.gif";"g357-lhs.htm";"G357 LHS";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"318";"1116"
"g358-lhs.gif";"g358-lhs.htm";"G358";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3000";"150/146";"K 110";"335";"1090"
"g358-lhs.gif";"g358-lhs.htm";"G358";"Radial";"GOODYEAR";"12.00R20";"(8.50)";"3750";"3250";"154/149";"K 110";"358";"1125"
"g358-lhs.gif";"g358-lhs.htm";"G358";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3350";"3000";"150/146";"L 120";"343";"1090"
"g358-lhs.gif";"g358-lhs.htm";"G358";"Radial";"GOODYEAR";"305/75R24.5";"(9.00)";"3750";"3350";"154/150";"L 120";"343";"1080"
"g367-lhd.gif";"g367-lhd.htm";"G367";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3075";"150/147";"K 110";"329";"1082"
"g367-lhd.gif";"g367-lhd.htm";"G367";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3250";"3075";"149/147";"L 120";"343";"1097"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"329";"1082"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"360";"1122"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"11.00R22";"(8.0)";"3450";"3075";"151/147";"K 110";"329";"1132"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"K 110";"314";"1050"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"12R22.5";"(9.0)";"3350";"3000";"150/146";"K 110";"338";"1084"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"K 110";"311";"1012"
"g377-msd-otr.gif";"g377msd.htm";"G377 MSD";"Radial";"GOODYEAR";"295/80R22.5";"(9.0)";"3550";"3150";"152/148";"K 110";"335";"1044"
"g377-msd-otr.gif";"g377msd.htm";"G377 OTR";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"318";"1077"
"g377-msd-otr.gif";"g377msd.htm";"G377 OTR";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"335";"1107"
"g377-msd-otr.gif";"g377msd.htm";"G377 OTR";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"348";"1146"
"g377-msd-otr.gif";"g377msd.htm";"G377 OTR";"Radial";"GOODYEAR";"12R22.5";"(9.0)";"3350";"3000";"150/146";"L 120";"343";"1107"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"318";"1052"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"11.00R20";"(8.0)";"3350";"3000";"150/146";"K 110";"335";"1092"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"12.00R20";"(8.5)";"3750";"3250";"154/149";"K 110";"358";"1125"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"11.00R22";"(8.0)";"3450";"3075";"151/147";"K 110";"335";"1143"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"11R22.5";"(7.5)";"3000";"2725";"146/143";"L 120";"318";"1052"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"12R22.5";"(8.25)";"3350";"3000";"150/146";"L 120";"343";"1092"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"K 110";"311";"1012"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"295/80R22.5";"(9.0)";"3550";"3150";"152/148";"K 110";"335";"1044"
"g386-mss.gif";"g386-mss.htm";"G386";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"K 110";"318";"1110"
"g49.gif";"g49.htm";"G49";"Radial";"GOODYEAR";"LT7.50R16 C12";"(6.0)";"1500";"1400";"122/120";"L 120";"242";"802"
"rht.gif";"rht.htm";"RHT";"Radial";"GOODYEAR";"8.25R15";"(6.50)";"2725";"2575";"143/141";"J 100";"265";"836"
"rht.gif";"rht.htm";"RHT";"Radial";"GOODYEAR";"385/65R22.5";"(11.75)";"4250";"-";"158";"L 120";"-";"1072"
"rhs-city.gif";"rhs-city.htm";"RHS City";"Radial";"GOODYEAR";"275/70R22.5";"(8.25)";"3150";"2900";"148/145";"J 100";"311";"958"
"rhs-city.gif";"rhs-city.htm";"RHS Camión Liviano";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"L 120";"237";"767"
"rhs-city.gif";"rhs-city.htm";"RHS Camión Liviano";"Radial";"GOODYEAR";"235/75R17.5";"(6.25)";"2000";"1900";"132/130";"L 120";"262";"797"
"rhs-city.gif";"rhs-city.htm";"RHS Camión Liviano";"Radial";"GOODYEAR";"245/70R17.5";"(7.50)";"2240";"2120";"136/134";"M 130";"279";"789"
"rhs-city.gif";"rhs-city.htm";"RHS";"Radial";"GOODYEAR";"315/80R22.5";"(9.00)";"3750";"3350";"154/150";"L 120";"351";"1076"
"rhs-city.gif";"rhs-city.htm";"RHS";"Radial";"GOODYEAR";"13R22.5";"(9.75)";"4000";"3350";"156/150";"L 120";"360";"1124"
"rhd.gif";"rhd.htm";"RHD Camión Liviano";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"L 120";"237";"767"
"rhd.gif";"rhd.htm";"RHD";"Radial";"GOODYEAR";"315/80R22.5";"(9.00)";"4000";"3350";"156/150";"L 120";"351";"1076"
"omnitrac-mst.gif";"omnitrac-mst.htm";"Omnitrac MST";"Radial";"GOODYEAR";"445/65R22.5";"(14.0)";"5800";"-";"169";"K 110";"-";"1150"
"off-road.gif";"off-road.htm";"Off Road";"Radial";"GOODYEAR";"13R22.5";"(9.75)";"4000";"3350";"156/150";"G 90";"360";"1124"
"off-road.gif";"off-road.htm";"Off Road";"Radial";"GOODYEAR";"12.00R24";"(8.50)";"4500";"4000";"160/156";"G 90";"360";"1226"
"marathon-lhs.gif";"marathon-lhs.htm";"Marathon LHS II";"Radial";"GOODYEAR";"315/80R22.5";"(9.0)";"4000";"3350";"156/150";"L 120";"351";"1078"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"11.00R20";"(8.0)";"3350";"3075";"150/147";"K 110";"329";"1082"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"12R22.5";"9.0 (8.25)";"3350";"3075";"150/147";"L 120";"338";"1084"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"295/80R22.5";"(8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"ks481.gif";"ks481.htm";"KS481";"Radial";"KELLY";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"10.00R20";"(7.5)";"3000";"2725";"146/143";"K 110";"316";"1052"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"11.00R20";"(8.0)";"3350";"3075";"150/147";"K 110";"329";"1082"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"11.00R22";"(8.0)";"3550";"3250";"152/149";"K 110";"329";"1132"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"12R22.5";"9.0 (8.25)";"3350";"3075";"150/147";"L 120";"338";"1084"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"295/80R22.5";"(8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"ks461.gif";"ks461.htm";"KS461";"Radial";"KELLY";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
